Net Metrekare,Oda Sayısı,Bulunduğu Kat,Banyo Sayısı,Binanın Yaşı,Binanın Kat Sayısı,Site İçerisinde,address,price,latitude,longitude
135.0,3+1,Bahçe Katı,2,0 (Yeni),4,Evet,Kocaeli - Başiskele - Yeşilyurt Mahallesi,3100000,40.7147344,29.9538172
80.0,2+1,Düz Giriş (Zemin),1,1,2,Evet,Kocaeli - Kartepe - Fatih Sultan Mehmet Mahallesi,2000000,40.7365963,30.0231861
145.0,3+1,3.Kat,2,0 (Yeni),4,Evet,Kocaeli - Başiskele - Yeşilyurt Mahallesi,3300000,40.7147344,29.9538172
120.0,3+1,Yüksek Giriş,2,5-10,3,Hayır,Kocaeli - Kartepe - Ertuğrul Gazi Mahallesi,2425000,40.7548512,30.0361888
55.0,1+1,2.Kat,1,0 (Yeni),4,Evet,Kocaeli - Kartepe - Ertuğrul Gazi Mahallesi,1830000,40.7548512,30.0361888
90.0,2+1,2.Kat,1,0 (Yeni),4,Evet,Kocaeli - Kartepe - Ertuğrul Gazi Mahallesi,3500000,40.7548512,30.0361888
85.0,2+1,2.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Kartepe - Ertuğrul Gazi Mahallesi,3400000,40.7548512,30.0361888
61.0,2+1,1.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Kartepe - Emekevler Mahallesi,2100000,40.7387377,30.0723009
112.0,3+1,6.Kat,2,4,12,Evet,Kocaeli - Gebze - Kirazpınar Mahallesi,4750000,40.8257564,29.4701613
150.0,3+1,Unknown,2,11-15,2,Evet,Kocaeli - Kartepe - Derbent Mahallesi,6890000,40.7008827,30.1156226
60.0,2+1,Yüksek Giriş,1,0 (Yeni),3,Hayır,Kocaeli - Kartepe - Ataevler Mahallesi,1510000,40.7438656,30.0463012
110.0,3+1,2.Kat,2,0 (Yeni),3,Hayır,Kocaeli - Kartepe - Köseköy Mahallesi,2750000,40.7400611,30.0029572
96.0,3+1,2.Kat,2,0 (Yeni),3,Hayır,Kocaeli - Kartepe - Emekevler Mahallesi,2630000,40.7387377,30.0723009
125.0,3+1,1.Kat,2,0 (Yeni),3,Hayır,Kocaeli - Kartepe - Fatih Sultan Mehmet Mahallesi,2599999,40.7365963,30.0231861
119.0,3+1,3.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Kartepe - Ertuğrul Gazi Mahallesi,2299999,40.7548512,30.0361888
110.0,3+1,3.Kat,1,21 Ve Üzeri,4,Hayır,Kocaeli - Körfez - Mimar Sinan Mahallesi,2400000,40.7659429,29.7570809
20.0,1+1,Unknown,1,0 (Yeni),1,Hayır,Kocaeli - Gebze - Barış SB Mahallesi,69500,40.7857558,29.4556552
118.0,3+1,4.Kat,1,21 Ve Üzeri,7,Hayır,Kocaeli - İzmit - Yahyakaptan Mahallesi,4000000,40.7683026,29.9769441
90.0,2+1,2.Kat,1,1,4,Evet,Kocaeli - Başiskele - Yeşilyurt Mahallesi,3750000,40.7147344,29.9538172
105.0,2+1,1.Kat,2,16-20,3,Hayır,Kocaeli - Darıca - Zincirlikuyu Mahallesi,3350000,40.7583923,29.3852797
110.0,2+1,2.Kat,2,11-15,5,Hayır,Kocaeli - Gebze - Köşklü Çeşme Mahallesi,2520000,40.7956379,29.4077745
90.0,2+1,Düz Giriş (Zemin),1,5-10,4,Evet,Kocaeli - Gebze - Tatlıkuyu Mahallesi,2600000,40.7921818,29.436795
95.0,2+1,2.Kat,2,0 (Yeni),3,Hayır,Kocaeli - Başiskele - Paşadağ Mahallesi,2000000,40.7064933,29.9827252
60.0,2+1,1.Kat,1,4,3,Hayır,Kocaeli - İzmit - Topçular Mahallesi,1899000,40.77521369999999,29.9364694
135.0,3+1,2.Kat,1,21 Ve Üzeri,6,Hayır,Kocaeli - Karamürsel - 4 Temmuz Mahallesi,2500000,40.68921280000001,29.6180407
100.0,2+1,3.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Kartepe - Fatih Sultan Mehmet Mahallesi,2200000,40.7365963,30.0231861
360.0,9+ Oda,Müstakil,3,21 Ve Üzeri,4,Hayır,Kocaeli - İzmit - Karabaş Mahallesi,3850000,40.7613341,29.9364694
200.0,4+1,5.Kat,2,4,5,Evet,Kocaeli - İzmit - Fatih Mahallesi,5200000,40.7749374,29.9089976
75.0,2+1,4.Kat,1,5-10,4,Hayır,Kocaeli - İzmit - Gündoğdu Mahallesi,2350000,40.793316,29.9581538
150.0,3+1,3.Kat,2,5-10,5,Evet,Kocaeli - İzmit - Serdar Mahallesi,3990000,40.7728552,29.8959827
130.0,3+1,3.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Kartepe - Emekevler Mahallesi,2350000,40.7387377,30.0723009
130.0,3+1,1.Kat,1,21 Ve Üzeri,3,Hayır,Kocaeli - Karamürsel - Kayacık Mahallesi,2700000,40.6834256,29.5890568
120.0,3+1,2.Kat,1,21 Ve Üzeri,5,Hayır,Kocaeli - Körfez - Mimar Sinan Mahallesi,2500000,40.7659429,29.7570809
58.0,1+1,Düz Giriş (Zemin),1,5-10,3,Hayır,Kocaeli - İzmit - Yenişehir Mahallesi,1575000,40.77316889999999,29.9639357
110.0,2+1,4.Kat,1,21 Ve Üzeri,5,Hayır,Kocaeli - Derince - Dumlupınar Mahallesi,1250000,40.7532944,29.8222085
100.0,3+1,4.Kat,1,11-15,4,Hayır,Kocaeli - Darıca - Bağlarbaşı Mahallesi,3000000,40.7617966,29.3918108
100.0,3+1,4.Kat,1,21 Ve Üzeri,5,Hayır,Kocaeli - Derince - Yenikent Mahallesi,2090000,40.7789789,29.8091854
60.0,1+1,Yüksek Giriş,1,0 (Yeni),3,Hayır,Kocaeli - Darıca - Bağlarbaşı Mahallesi,2140000,40.7617966,29.3918108
75.0,2+1,3.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Kartepe - Ertuğrul Gazi Mahallesi,2250000,40.7548512,30.0361888
80.0,2+1,2.Kat,1,21 Ve Üzeri,6,Hayır,Kocaeli - İzmit - Cedit Mahallesi,2200000,40.7690192,29.9379151
110.0,2+1,4.Kat,1,21 Ve Üzeri,4,Hayır,Kocaeli - Çayırova - Yeni Mahallesi,1750000,40.8231961,29.3671362
90.0,2+1,3.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Başiskele - Yeşilyurt Mahallesi,2000000,40.7147344,29.9538172
125.0,3+1,2.Kat,1,11-15,3,Hayır,Kocaeli - Derince - Dumlupınar Mahallesi,2660000,40.7532944,29.8222085
170.0,4+1,2.Kat,2,0 (Yeni),3,Evet,Kocaeli - Kartepe - Fatih Sultan Mehmet Mahallesi,7300000,40.7365963,30.0231861
90.0,3+1,Çatı Dubleks,3,3,5,Evet,Kocaeli - Başiskele - Fatih Mahallesi,3600000,40.6944072,29.9682719
100.0,3+1,4.Kat,1,21 Ve Üzeri,4,Evet,Kocaeli - İzmit - Yahyakaptan Mahallesi,2910000,40.7683026,29.9769441
135.0,3+1,3.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Körfez - Kuzey Mahallesi,3000000,40.7614938,29.7932666
140.0,3+1,2.Kat,2,0 (Yeni),3,Hayır,Kocaeli - Kartepe - Ertuğrul Gazi Mahallesi,2650000,40.7548512,30.0361888
145.0,3+1,2.Kat,2,0 (Yeni),3,Evet,Kocaeli - Kartepe - Fatih Sultan Mehmet Mahallesi,6300000,40.7365963,30.0231861
90.0,2+1,Yüksek Giriş,1,11-15,3,Hayır,Kocaeli - Derince - Çınarlı Mahallesi,1999000,40.7645032,29.8439109
140.0,3+1,Düz Giriş (Zemin),2,5-10,3,Evet,Kocaeli - Başiskele - Barbaros Mahallesi,2420000,40.7074291,29.9306863
120.0,3+1,1.Kat,1,21 Ve Üzeri,6,Hayır,Kocaeli - İzmit - Yahyakaptan Mahallesi,3750000,40.7683026,29.9769441
85.0,2+1,1.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Kartepe - Emekevler Mahallesi,2270000,40.7387377,30.0723009
120.0,3+1,4.Kat,1,16-20,4,Evet,Kocaeli - Derince - Yenikent Mahallesi,2660000,40.7789789,29.8091854
120.0,3+1,3.Kat,2,0 (Yeni),3,Hayır,Kocaeli - Körfez - Güney Mahallesi,3100000,40.7502682,29.7715563
30.0,Stüdyo,4.Kat,1,4,6,Evet,Kocaeli - Kartepe - Ataevler Mahallesi,1465000,40.7438656,30.0463012
250.0,5+1,Unknown,2,5-10,3,Evet,Kocaeli - İzmit - Akpınar Mahallesi,8200000,40.795564,29.883291
110.0,3+1,2.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Başiskele - Döngel Mahallesi,3300000,40.6918869,29.9364694
80.0,2+1,3.Kat,1,3,3,Evet,Kocaeli - Gölcük - Karaköprü Mahallesi,2590000,40.7010052,29.8554841
124.0,3+1,2.Kat,2,0 (Yeni),9,Evet,Kocaeli - İzmit - Akpınar Mahallesi,4090000,40.795564,29.883291
90.0,2+1,1.Kat,1,5-10,3,Hayır,Kocaeli - İzmit - Şirintepe Mahallesi,2650000,40.7634588,29.85982379999999
150.0,3+1,2.Kat,1,2,3,Hayır,Kocaeli - İzmit - 28 Haziran Mahallesi,3200000,40.7804258,29.9465892
75.0,2+1,2.Kat,2,1,5,Hayır,Kocaeli - Çayırova - İnönü Mahallesi,2550000,40.8228769,29.3932622
105.0,2+1,3.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Kartepe - Ataevler Mahallesi,2300000,40.7438656,30.0463012
299.0,1 Oda,Unknown,Yok,21 Ve Üzeri,3,Hayır,Kocaeli - Gebze - Köşklü Çeşme Mahallesi,8250000,40.7956379,29.4077745
50.0,1+1,Unknown,1,3,1,Hayır,Kocaeli - Kandıra - Kubuzcu Mahallesi,1800000,41.00723199999999,29.975067
135.0,3+1,6.Kat,1,5-10,11,Evet,Kocaeli - İzmit - Topçular Mahallesi,5100000,40.77521369999999,29.9364694
100.0,2+1,Yüksek Giriş,1,21 Ve Üzeri,4,Hayır,Kocaeli - Körfez - Mimar Sinan Mahallesi,1660000,40.7659429,29.7570809
75.0,2+1,3.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Atatürk Mahallesi,2190000,40.8361956,29.3787483
85.0,2+1,Düz Giriş (Zemin),1,21 Ve Üzeri,2,Hayır,Kocaeli - Körfez - Güney Mahallesi,1860000,40.7502682,29.7715563
94.0,2+1,Yüksek Giriş,1,0 (Yeni),4,Hayır,Kocaeli - Başiskele - Fatih Mahallesi,2600000,40.6944072,29.9682719
140.0,3+1,Çatı Dubleks,1,0 (Yeni),4,Hayır,Kocaeli - Başiskele - Fatih Mahallesi,3300000,40.6944072,29.9682719
73.0,1+1,Bahçe Katı,1,1,4,Evet,Kocaeli - Kartepe - Fatih Sultan Mehmet Mahallesi,3240000,40.7365963,30.0231861
140.0,4+1,4.Kat,2,11-15,4,Hayır,Kocaeli - Çayırova - Atatürk Mahallesi,3600000,40.8361956,29.3787483
95.0,2+1,2.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Darıca - Nenehatun Mahallesi,2645000,40.7812258,29.384554
85.0,2+1,Yüksek Giriş,1,5-10,4,Hayır,Kocaeli - Gebze - Mevlana Mahallesi,2800000,40.8055082,29.4222855
85.0,1+1,Çatı Katı,1,0 (Yeni),3,Hayır,Kocaeli - Gölcük - Çiftlik Mahallesi,3650000,40.7042886,29.8439109
750.0,7+2,Unknown,6+,11-15,4,Hayır,Kocaeli - Darıca - Piri Reis Mahallesi,69500000,40.7806769,29.3656846
85.0,2+1,Bahçe Katı,1,5-10,4,Hayır,Kocaeli - Gebze - Mevlana Mahallesi,2400000,40.8055082,29.4222855
230.0,6+1,1.Kat,2,5-10,4,Evet,Kocaeli - İzmit - Alikahya Fatih Mahallesi,3500000,40.770276,29.987535
85.0,2+1,4.Kat,1,11-15,4,Hayır,Kocaeli - Çayırova - Yeni Mahallesi,2550000,40.8231961,29.3671362
120.0,3+1,Çatı Dubleks,1,0 (Yeni),4,Hayır,Kocaeli - Başiskele - Fatih Mahallesi,3100000,40.6944072,29.9682719
85.0,2+1,2.Kat,1,5-10,10,Evet,Kocaeli - İzmit - 28 Haziran Mahallesi,1975000,40.7804258,29.9465892
200.0,4+1,3.Kat,2,5-10,3,Hayır,Kocaeli - Başiskele - Mahmutpaşa Mahallesi,4250000,40.7269758,29.9595993
120.0,3+1,2.Kat,2,0 (Yeni),3,Evet,Kocaeli - Kartepe - Fatih Sultan Mehmet Mahallesi,4250000,40.7365963,30.0231861
115.0,3+1,Villa Tipi,1,16-20,2,Evet,Kocaeli - Başiskele - Atakent Mahallesi,8300000,40.7034787,29.8916441
100.0,2+1,2.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Gölcük - Çiftlik Mahallesi,4300000,40.7042886,29.8439109
95.0,2+1,2.Kat,1,2,3,Hayır,Kocaeli - İzmit - Bekirdere Mahallesi,2150000,40.778778,29.9523716
110.0,3+1,6.Kat,1,21 Ve Üzeri,7,Hayır,Kocaeli - İzmit - Yahyakaptan Mahallesi,3400000,40.7683026,29.9769441
130.0,3+1,3.Kat,1,5-10,3,Hayır,Kocaeli - Başiskele - Serdar Mahallesi,2900000,40.71265229999999,29.9408065
155.0,4+1,Çatı Katı,3,5-10,3,Hayır,Kocaeli - Gölcük - Yazlık Merkez Mahallesi,4360000,40.6953301,29.8713957
150.0,4+1,Yüksek Giriş,3,5-10,2,Hayır,Kocaeli - Başiskele - Seymen Mahallesi,3800000,40.7110243,29.9017673
156.0,3+1,3.Kat,2,5-10,4,Evet,Kocaeli - Başiskele - Mahmutpaşa Mahallesi,4500000,40.7269758,29.9595993
110.0,3+1,5.Kat,1,21 Ve Üzeri,7,Hayır,Kocaeli - İzmit - Zabıtan Mahallesi,1500000,40.7685945,29.9079131
150.0,3+1,3.Kat,2,11-15,3,Hayır,Kocaeli - Başiskele - Serdar Mahallesi,3350000,40.71265229999999,29.9408065
137.0,3+1,Yüksek Giriş,2,11-15,4,Hayır,Kocaeli - İzmit - Alikahya Fatih Mahallesi,3330000,40.770276,29.987535
75.0,1+1,6.Kat,1,11-15,6,Hayır,Kocaeli - Kartepe - Ataevler Mahallesi,3500000,40.7438656,30.0463012
140.0,3+1,3.Kat,2,0 (Yeni),3,Hayır,Kocaeli - Kartepe - Fatih Sultan Mehmet Mahallesi,2842000,40.7365963,30.0231861
130.0,3+1,1.Kat,1,5-10,3,Hayır,Kocaeli - İzmit - Gündoğdu Mahallesi,2400000,40.793316,29.9581538
125.0,3+1,2.Kat,1,16-20,3,Hayır,Kocaeli - Başiskele - Yeşilkent Mahallesi,1980000,40.6843433,29.9263488
52.0,Stüdyo,4.Kat,1,4,6,Hayır,Kocaeli - Kartepe - Ataevler Mahallesi,1900000,40.7438656,30.0463012
90.0,2+1,2.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Başiskele - Yeşilyurt Mahallesi,3250000,40.7147344,29.9538172
84.0,2+1,Yüksek Giriş,1,11-15,3,Hayır,Kocaeli - Başiskele - Serdar Mahallesi,2350000,40.71265229999999,29.9408065
75.0,2+1,Düz Giriş (Zemin),1,1,4,Hayır,Kocaeli - İzmit - Gündoğdu Mahallesi,2100000,40.793316,29.9581538
215.0,4+1,3.Kat,2,0 (Yeni),3,Hayır,Kocaeli - Darıca - Bağlarbaşı Mahallesi,5500000,40.7617966,29.3918108
100.0,3+1,Yüksek Giriş,1,16-20,3,Hayır,Kocaeli - Başiskele - Serdar Mahallesi,2500000,40.71265229999999,29.9408065
100.0,3+1,1.Kat,1,21 Ve Üzeri,3,Hayır,Kocaeli - İzmit - Çukurbağ Mahallesi,1800000,40.7675686,29.932855
95.0,2+1,2.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Darıca - Kazım Karabekir Mahallesi,3000000,40.7764794,29.3932622
160.0,3+1,Bahçe Katı,3,1,4,Evet,Kocaeli - Başiskele - Yeşilyurt Mahallesi,6350000,40.7147344,29.9538172
90.0,2+1,Yüksek Giriş,1,0 (Yeni),3,Hayır,Kocaeli - Kartepe - Fatih Sultan Mehmet Mahallesi,2350000,40.7365963,30.0231861
77.0,2+1,6.Kat,1,5-10,9,Evet,Kocaeli - İzmit - 28 Haziran Mahallesi,2275000,40.7804258,29.9465892
105.0,2+1,Çatı Dubleks,1,4,4,Hayır,Kocaeli - Kartepe - Ataevler Mahallesi,2800000,40.7438656,30.0463012
165.0,3+1,2.Kat,2,0 (Yeni),3,Hayır,Kocaeli - Darıca - Nenehatun Mahallesi,3295000,40.7812258,29.384554
170.0,4+1,Unknown,4,0 (Yeni),2,Evet,Kocaeli - Başiskele - Fatih Mahallesi,7850000,40.6944072,29.9682719
95.0,3+1,8.Kat,1,21 Ve Üzeri,12,Hayır,Kocaeli - İzmit - Akarca Mahallesi,1950000,40.7734692,29.9892286
135.0,3+1,5.Kat,1,21 Ve Üzeri,5,Evet,Kocaeli - Körfez - Mimar Sinan Mahallesi,1580000,40.7659429,29.7570809
120.0,3+1,3.Kat,1,5-10,4,Hayır,Kocaeli - Gölcük - Çiftlik Mahallesi,3200000,40.7042886,29.8439109
40.0,1+1,2.Kat,1,2,5,Evet,Kocaeli - İzmit - Yeşilova Mahallesi,1895000,40.78845039999999,29.9711627
90.0,2+1,4.Kat,1,21 Ve Üzeri,4,Hayır,Kocaeli - Körfez - Esentepe Mahallesi,1250000,40.7653053,29.7961611
95.0,2+1,Unknown,1,0 (Yeni),1,Hayır,Kocaeli - Kandıra - Sarıahmetler Mahallesi,5750000,40.968414,30.151792
85.0,3+1,3.Kat,1,21 Ve Üzeri,3,Evet,Kocaeli - Başiskele - Atakent Mahallesi,2475000,40.7034787,29.8916441
95.0,2+1,Düz Giriş (Zemin),2,5-10,5,Hayır,Kocaeli - Gebze - Mustafapaşa Mahallesi,1780000,40.8015696,29.4280895
3.355,3+2,Unknown,2,0 (Yeni),2,Hayır,Kocaeli - Derince - Geredeli Mahallesi,6750000,40.8866202,29.9104436
94.0,3+1,2.Kat,2,0 (Yeni),3,Hayır,Kocaeli - Kartepe - Rahmiye Mahallesi,3250000,40.7182499,30.0145169
280.0,4+2,4.Kat,2,5-10,4,Hayır,Kocaeli - İzmit - Cumhuriyet Mahallesi,5750000,40.7593509,29.8742885
128.0,2+1,2.Kat,1,0 (Yeni),6,Evet,Kocaeli - Başiskele - Fatih Mahallesi,3049999,40.6944072,29.9682719
85.0,2+1,2.Kat,1,5-10,3,Hayır,Kocaeli - Körfez - Güney Mahallesi,2350000,40.7502682,29.7715563
85.0,2+1,Bahçe Katı,2,0 (Yeni),5,Hayır,Kocaeli - Gebze - Arapçeşme Mahallesi,2400000,40.8106236,29.4455
120.0,3+1,2.Kat,1,0 (Yeni),3,Evet,Kocaeli - Gölcük - Karaköprü Mahallesi,2900000,40.7010052,29.8554841
70.0,1+1,Çatı Katı,1,21 Ve Üzeri,4,Hayır,Kocaeli - Çayırova - Çayırova Mahallesi,845000,40.824215,29.372234
167.0,5+3,Unknown,2,16-20,2,Hayır,Kocaeli - Gebze - Gaziler Mahallesi,4050000,40.8216853,29.4266385
80.0,2+1,2.Kat,2,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Atatürk Mahallesi,2500000,40.8361956,29.3787483
120.0,2+1,3.Kat,1,3,3,Hayır,Kocaeli - Kartepe - Köseköy Mahallesi,2780000,40.7400611,30.0029572
60.0,1.5+1,2.Kat,1,21 Ve Üzeri,3,Hayır,Kocaeli - İzmit - Kemalpaşa Mahallesi,1770000,40.7616073,29.9212883
60.0,1.5+1,3.Kat,1,21 Ve Üzeri,3,Hayır,Kocaeli - İzmit - Kemalpaşa Mahallesi,1770000,40.7616073,29.9212883
85.0,3+1,3.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Başiskele - Barbaros Mahallesi,3100000,40.7074291,29.9306863
75.0,2+1,Yüksek Giriş,1,21 Ve Üzeri,5,Hayır,Kocaeli - Gölcük - Dumlupınar Mahallesi,1250000,40.7160544,29.8330601
115.0,3+1,Yüksek Giriş,1,5-10,3,Hayır,Kocaeli - İzmit - Erenler Mahallesi,3200000,40.7766241,29.9436979
145.0,3+1,2.Kat,2,21 Ve Üzeri,5,Hayır,Kocaeli - Körfez - Mimar Sinan Mahallesi,1850000,40.7659429,29.7570809
86.0,2+1,Yüksek Giriş,1,5-10,3,Hayır,Kocaeli - İzmit - Kadıköy Mahallesi,2470000,40.7665482,29.9465892
120.0,3+1,Yüksek Giriş,1,21 Ve Üzeri,3,Hayır,Kocaeli - Derince - Fatih Sultan Mahallesi,1115000,40.7740571,29.8265492
803.0,2+1,Unknown,1,2,1,Hayır,Kocaeli - Kandıra - Duraklı Mahallesi,3500000,41.103284,30.257858
260.0,4+2,Bahçe Katı,2,11-15,3,Hayır,Kocaeli - Derince - Yavuz Sultan Mahallesi,5100000,40.75283570000001,29.803397
70.0,2+1,Bahçe Katı,1,16-20,4,Hayır,Kocaeli - Darıca - Osman Gazi Mahallesi,1400000,40.78985660000001,29.3743939
150.0,3+1,Düz Giriş (Zemin),2,11-15,4,Evet,Kocaeli - Gebze - Osman Yılmaz Mahallesi,4500000,40.790836,29.4208345
155.0,3+1,2.Kat,2,5-10,3,Evet,Kocaeli - Derince - Dumlupınar Mahallesi,3450000,40.7532944,29.8222085
115.0,3+1,2.Kat,1,5-10,3,Hayır,Kocaeli - Derince - Çınarlı Mahallesi,2710000,40.7645032,29.8439109
145.0,3+1,Bahçe Dublex,1,5-10,3,Hayır,Kocaeli - Başiskele - Barbaros Mahallesi,2200000,40.7074291,29.9306863
75.0,1+1,Bahçe Katı,1,0 (Yeni),4,Evet,Kocaeli - Kartepe - Ataevler Mahallesi,4250000,40.7438656,30.0463012
160.0,3+1,4.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Atatürk Mahallesi,3100000,40.8361956,29.3787483
135.0,3+1,Çatı Dubleks,2,0 (Yeni),3,Hayır,Kocaeli - Körfez - Güney Mahallesi,2950000,40.7502682,29.7715563
85.0,2+1,Yüksek Giriş,1,0 (Yeni),3,Hayır,Kocaeli - Kartepe - Fatih Sultan Mehmet Mahallesi,1690000,40.7365963,30.0231861
95.0,2+1,Yüksek Giriş,1,16-20,2,Evet,Kocaeli - İzmit - Malta Mahallesi,2000000,40.7904199,29.94803479999999
400.0,5+2,Unknown,3,5-10,3,Hayır,Kocaeli - Gebze - Pelitli Mahallesi,13400000,40.856727,29.466808
102.0,3+1,Bahçe Katı,2,0 (Yeni),4,Evet,Kocaeli - Başiskele - Aydınkent Mahallesi,5500000,40.69860389999999,29.9494804
200.0,3+1,3.Kat,2,5-10,5,Hayır,Kocaeli - Gebze - Arapçeşme Mahallesi,4800000,40.8106236,29.4455
160.0,3+1,Kot 1 (-1).Kat,1,21 Ve Üzeri,5,Hayır,Kocaeli - İzmit - Kozluk Mahallesi,1360000,40.7625464,29.9118896
140.0,3+1,2.Kat,1,16-20,5,Hayır,Kocaeli - Karamürsel - Ereğli Mahallesi,2450000,40.6931036,29.6701969
90.0,2+1,2.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Körfez - Güney Mahallesi,2750000,40.7502682,29.7715563
90.0,2+1,2.Kat,1,21 Ve Üzeri,6,Hayır,Kocaeli - İzmit - Akçakoca Mahallesi,1960000,40.7662541,29.9202039
150.0,4+1,Yüksek Giriş,2,11-15,3,Evet,Kocaeli - Kartepe - Ataevler Mahallesi,3500000,40.7438656,30.0463012
135.0,3+1,Çatı Katı,1,21 Ve Üzeri,5,Hayır,Kocaeli - Körfez - Mimar Sinan Mahallesi,1580000,40.7659429,29.7570809
85.0,2+1,2.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Gölcük - İhsaniye Merkez Mahallesi,2395000,40.6860351,29.8265492
95.0,3+1,2.Kat,1,21 Ve Üzeri,3,Evet,Kocaeli - Başiskele - Altınkent Mahallesi,1875000,40.697935,29.9436979
120.0,3+1,1.Kat,1,16-20,7,Hayır,Kocaeli - Çayırova - Akse Mahallesi,3300000,40.8359257,29.4005185
95.0,2+1,3.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Darıca - Emek Mahallesi,3280000,40.7999983,29.3671362
95.0,2+1,3.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Körfez - Hacı Osman Mahallesi,2295000,40.77684319999999,29.7512903
120.0,2+1,3.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Derince - Fatih Sultan Mahallesi,2750000,40.7740571,29.8265492
130.0,3+1,Düz Giriş (Zemin),2,0 (Yeni),3,Hayır,Kocaeli - Darıca - Kazım Karabekir Mahallesi,3500000,40.7764794,29.3932622
85.0,2+1,2.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Darıca - Bağlarbaşı Mahallesi,2535000,40.7617966,29.3918108
88.0,2+1,1.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Körfez - Güney Mahallesi,2700000,40.7502682,29.7715563
90.0,2+1,1.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Derince - Fatih Sultan Mahallesi,2800000,40.7740571,29.8265492
35.0,1+1,1.Kat,1,0 (Yeni),5,Hayır,Kocaeli - İzmit - Yeşilova Mahallesi,2640000,40.78845039999999,29.9711627
125.0,3+1,4.Kat,2,0 (Yeni),4,Hayır,Kocaeli - Çayırova - İnönü Mahallesi,2650000,40.8228769,29.3932622
145.0,3+1,Bahçe Katı,2,0 (Yeni),4,Hayır,Kocaeli - Başiskele - Fatih Mahallesi,3950000,40.6944072,29.9682719
85.0,2+1,Düz Giriş (Zemin),1,0 (Yeni),3,Hayır,Kocaeli - Darıca - Kazım Karabekir Mahallesi,2300000,40.7764794,29.3932622
135.0,2+1,3.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Derince - Fatih Sultan Mahallesi,2900000,40.7740571,29.8265492
90.0,2+1,2.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Körfez - Güney Mahallesi,2800000,40.7502682,29.7715563
52.0,1+1,Kot 2 (-2).Kat,2,0 (Yeni),3,Hayır,Kocaeli - Başiskele - Seymen Mahallesi,2625000,40.7110243,29.9017673
90.0,2+1,3.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Darıca - Bağlarbaşı Mahallesi,2795000,40.7617966,29.3918108
70.0,2+1,5.Kat,1,0 (Yeni),6,Hayır,Kocaeli - İzmit - Sepetçi Mahallesi,2550000,40.819435,29.974783
122.0,2+1,Unknown,2,5-10,2,Hayır,Kocaeli - Başiskele - Aksığın Mahallesi,8850000,40.630586,29.965696
200.0,3+1,Çatı Katı,1,5-10,2,Evet,Kocaeli - İzmit - Alikahya Fatih Mahallesi,5775000,40.770276,29.987535
85.0,2+1,2.Kat,1,3,3,Hayır,Kocaeli - Kartepe - Fatih Sultan Mehmet Mahallesi,2150000,40.7365963,30.0231861
20.0,Stüdyo,4.Kat,1,3,5,Evet,Kocaeli - Kartepe - Ataevler Mahallesi,1725000,40.7438656,30.0463012
125.0,3+1,Yüksek Giriş,1,5-10,3,Evet,Kocaeli - Gölcük - Yazlık Yeni Mahallesi,2400000,40.7031023,29.8685028
135.0,3+1,Düz Giriş (Zemin),2,2,5,Evet,Kocaeli - İzmit - Alikahya Fatih Mahallesi,6650000,40.770276,29.987535
75.0,2+1,3.Kat,1,0 (Yeni),4,Evet,Kocaeli - Kartepe - Fatih Sultan Mehmet Mahallesi,2420000,40.7365963,30.0231861
90.0,3+1,4.Kat,1,4,4,Hayır,Kocaeli - İzmit - Alikahya Fatih Mahallesi,2800000,40.770276,29.987535
120.0,3+1,1.Kat,1,21 Ve Üzeri,4,Hayır,Kocaeli - Başiskele - Vezirçiftliği Mahallesi,4500000,40.7401164,29.9581538
400.0,9+ Oda,Müstakil,5,4,5,Hayır,Kocaeli - İzmit - Turgut Mahallesi,225000000,40.7747821,29.9176735
