Net Metrekare,Oda Sayısı,Bulunduğu Kat,Banyo Sayısı,Binanın Yaşı,Binanın Kat Sayısı,Site İçerisinde,address,price,latitude,longitude
130.0,3+1,1.Kat,1,21 Ve Üzeri,3,Hayır,Kocaeli - Başiskele - Vezirçiftliği Mahallesi,7500000,40.7401164,29.9581538
75.0,2+1,Düz Giriş (Zemin),1,4,3,Hayır,Kocaeli - İzmit - Tüysüzler Mahallesi,2100000,40.7840346,29.9176735
75.0,2+1,Unknown,1,5-10,1,Hayır,Kocaeli - Kandıra - Kanatlar Mahallesi,3750000,41.041184,30.23278299999999
122.0,3+1,1.Kat,2,0 (Yeni),4,Hayır,Kocaeli - Kartepe - Dumlupınar Mahallesi,4602000,40.758402,30.0116271
130.0,3+1,Çatı Katı,2,4,3,Evet,Kocaeli - İzmit - Yahyakaptan Mahallesi,5350000,40.7683026,29.9769441
90.0,2+1,1.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Başiskele - Yeşilyurt Mahallesi,3350000,40.7147344,29.9538172
57.0,1+1,4.Kat,1,5-10,5,Hayır,Kocaeli - Başiskele - Fatih Mahallesi,2400000,40.6944072,29.9682719
100.0,3+1,Düz Giriş (Zemin),1,21 Ve Üzeri,5,Hayır,Kocaeli - İzmit - Yahyakaptan Mahallesi,2650000,40.7683026,29.9769441
55.0,1+1,3.Kat,1,5-10,4,Evet,Kocaeli - İzmit - Akpınar Mahallesi,1250000,40.795564,29.883291
136.0,3+1,4.Kat,2,5-10,4,Evet,Kocaeli - Kartepe - Fatih Sultan Mehmet Mahallesi,4750000,40.7365963,30.0231861
120.0,2+1,4.Kat,2,0 (Yeni),5,Evet,Kocaeli - Kartepe - Fatih Sultan Mehmet Mahallesi,3650000,40.7365963,30.0231861
90.0,2+1,3.Kat,2,0 (Yeni),3,Hayır,Kocaeli - Kartepe - Ertuğrul Gazi Mahallesi,2200000,40.7548512,30.0361888
130.0,3+1,2.Kat,2,5-10,4,Evet,Kocaeli - Gölcük - Çiftlik Mahallesi,2950000,40.7042886,29.8439109
105.0,3+1,3.Kat,1,16-20,4,Hayır,Kocaeli - İzmit - Fevzi Çakmak Mahallesi,2400000,40.7804057,29.9892286
110.0,2+1,3.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Kartepe - İstasyon Mahallesi,2500000,40.7520434,30.0217413
126.0,3+1,2.Kat,2,11-15,3,Evet,Kocaeli - Kartepe - Ataevler Mahallesi,4300000,40.7438656,30.0463012
135.0,3+1,1.Kat,2,0 (Yeni),4,Hayır,Kocaeli - Körfez - Fatih Mahallesi,4350000,40.753727,29.7961611
270.0,4+1,2.Kat,2,3,3,Hayır,Kocaeli - İzmit - Yahyakaptan Mahallesi,9700000,40.7683026,29.9769441
169.0,3+1,Çatı Katı,1,0 (Yeni),3,Hayır,Kocaeli - Derince - İbnisina Mahallesi,3300000,40.7604584,29.8091854
145.0,4+1,2.Kat,2,5-10,3,Hayır,Kocaeli - Körfez - Yavuz Sultan Selim Mahallesi,3550000,40.7807635,29.7947139
80.0,2+1,2.Kat,1,5-10,3,Hayır,Kocaeli - Başiskele - Serdar Mahallesi,2200000,40.71265229999999,29.9408065
80.0,2+1,2.Kat,1,0 (Yeni),3,Evet,Kocaeli - İzmit - Yahyakaptan Mahallesi,3500000,40.7683026,29.9769441
164.0,4+1,Unknown,4,0 (Yeni),2,Hayır,Kocaeli - Kartepe - Derbent Mahallesi,13000000,40.7008827,30.1156226
95.0,2+1,1.Kat,1,5-10,5,Hayır,Kocaeli - İzmit - Cedit Mahallesi,2600000,40.7690192,29.9379151
140.0,3+1,Bahçe Dublex,2,5-10,4,Evet,Kocaeli - Başiskele - Yeşilyurt Mahallesi,4695000,40.7147344,29.9538172
360.0,9+ Oda,Bahçe Katı,3,21 Ve Üzeri,4,Hayır,Kocaeli - İzmit - Karabaş Mahallesi,3850000,40.7613341,29.9364694
160.0,4+1,3.Kat,1,5-10,3,Hayır,Kocaeli - Körfez - Hacı Osman Mahallesi,2650000,40.77684319999999,29.7512903
90.0,2+1,2.Kat,2,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Atatürk Mahallesi,2700000,40.8361956,29.3787483
110.0,2+1,1.Kat,1,21 Ve Üzeri,3,Hayır,Kocaeli - Derince - Dumlupınar Mahallesi,1950000,40.7532944,29.8222085
75.0,2+1,4.Kat,1,11-15,4,Evet,Kocaeli - Başiskele - Paşadağ Mahallesi,1650000,40.7064933,29.9827252
78.0,1+1,Düz Giriş (Zemin),Yok,11-15,5,Hayır,Kocaeli - Gebze - Arapçeşme Mahallesi,2550000,40.8106236,29.4455
180.0,3+1,Çatı Katı,1,4,4,Evet,Kocaeli - Darıca - Bayramoğlu Mahallesi,4750000,40.7947045,29.3569749
110.0,3+1,2.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Darıca - Bayramoğlu Mahallesi,3830000,40.7947045,29.3569749
95.0,3.5+1,2.Kat,1,0 (Yeni),4,Hayır,Kocaeli - İzmit - M. Alipaşa Mahallesi,3950000,40.7672137,29.9523716
180.0,3+2,Villa Tipi,2,11-15,4,Evet,Kocaeli - Gölcük - Topçular Mahallesi,3750000,40.7127754,29.7976083
160.0,3+1,2.Kat,1,5-10,4,Hayır,Kocaeli - Darıca - Emek Mahallesi,4250000,40.7999983,29.3671362
128.0,3+1,2.Kat,1,21 Ve Üzeri,26,Hayır,Kocaeli - Körfez - Yeniyalı Mahallesi,1450000,40.7679064,29.7787935
145.0,3+1,Çatı Katı,1,1,2,Hayır,Kocaeli - Gölcük - Piyalepaşa Mahallesi,3300000,40.7106363,29.8337835
90.0,2+1,1.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Darıca - Bayramoğlu Mahallesi,2735000,40.7947045,29.3569749
85.0,2+1,Düz Giriş (Zemin),1,0 (Yeni),3,Hayır,Kocaeli - Derince - Yavuz Sultan Mahallesi,2430000,40.75283570000001,29.803397
80.0,2+1,3.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - İnönü Mahallesi,2550000,40.8228769,29.3932622
120.0,3+1,3.Kat,1,5-10,4,Hayır,Kocaeli - Çayırova - Özgürlük Mahallesi,2400000,40.8283772,29.3860054
100.0,4+1,3.Kat,2,5-10,3,Hayır,Kocaeli - Darıca - Sırasöğütler Mahallesi,3250000,40.7896467,29.3918108
85.0,2+1,5.Kat,1,5-10,6,Hayır,Kocaeli - Çayırova - Yeni Mahallesi,1790000,40.8231961,29.3671362
85.0,1+1,6.Kat,1,5-10,6,Hayır,Kocaeli - Çayırova - Yeni Mahallesi,1450000,40.8231961,29.3671362
75.0,2+1,Düz Giriş (Zemin),1,5-10,6,Hayır,Kocaeli - Çayırova - Yeni Mahallesi,1450000,40.8231961,29.3671362
130.0,3+1,Çatı Dubleks,2,5-10,3,Hayır,Kocaeli - Başiskele - Sahil Mahallesi,3775000,40.7144528,29.9263488
112.0,3+1,2.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Kartepe - Uzunçiftlik Mahallesi,3650000,40.7527798,30.0636349
115.0,3+1,2.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - İnönü Mahallesi,2600000,40.8228769,29.3932622
170.0,4+1,3.Kat,1,5-10,4,Hayır,Kocaeli - Gölcük - Karaköprü Mahallesi,3950000,40.7010052,29.8554841
85.0,2+1,2.Kat,2,4,4,Hayır,Kocaeli - Çayırova - Atatürk Mahallesi,2200000,40.8361956,29.3787483
130.0,3+1,3.Kat,2,0 (Yeni),3,Hayır,Kocaeli - Başiskele - Yeşilyurt Mahallesi,3425000,40.7147344,29.9538172
85.0,2+1,Yüksek Giriş,1,21 Ve Üzeri,2,Evet,Kocaeli - Körfez - 17 Ağustos Mahallesi,1390000,40.7939933,29.6412236
105.0,3+1,3.Kat,1,11-15,5,Hayır,Kocaeli - Çayırova - Özgürlük Mahallesi,2565000,40.8283772,29.3860054
130.0,3+1,Çatı Katı,1,5-10,3,Hayır,Kocaeli - Başiskele - Barbaros Mahallesi,2730000,40.7074291,29.9306863
100.0,2+1,2.Kat,1,21 Ve Üzeri,4,Hayır,Kocaeli - Körfez - Güney Mahallesi,1750000,40.7502682,29.7715563
110.0,3+1,3.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Emek Mahallesi,2750000,40.8188859,29.403421
244.0,1 Oda,Unknown,Yok,21 Ve Üzeri,4,Hayır,Kocaeli - Çayırova - Atatürk Mahallesi,4500000,40.8361956,29.3787483
105.0,3+1,9.Kat,1,16-20,10,Hayır,Kocaeli - Gebze - Yenikent Mahallesi,3490000,40.8248688,29.4193834
110.0,3+1,2.Kat,2,0 (Yeni),3,Hayır,Kocaeli - Gebze - İstasyon Mahallesi,3400000,40.7870595,29.4135791
120.0,3+1,3.Kat,1,5-10,4,Evet,Kocaeli - İzmit - Alikahya Atatürk Mahallesi,3575000,40.7722758,30.0116271
80.0,2+1,Bahçe Dublex,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Özgürlük Mahallesi,1850000,40.8283772,29.3860054
85.0,2+1,4.Kat,1,21 Ve Üzeri,4,Hayır,Kocaeli - İzmit - Çukurbağ Mahallesi,1599000,40.7675686,29.932855
65.0,1+1,Çatı Dubleks,1,0 (Yeni),6,Hayır,Kocaeli - İzmit - Yeşilova Mahallesi,4500000,40.78845039999999,29.9711627
120.0,3+1,3.Kat,2,0 (Yeni),5,Evet,Kocaeli - Kartepe - Dumlupınar Mahallesi,3650000,40.758402,30.0116271
120.0,3+1,2.Kat,2,0 (Yeni),5,Evet,Kocaeli - Kartepe - Dumlupınar Mahallesi,3650000,40.758402,30.0116271
104.0,3+1,2.Kat,1,0 (Yeni),3,Hayır,Kocaeli - İzmit - Tepeköy Mahallesi,3600000,40.8006714,29.9769441
140.0,4+1,3.Kat,2,5-10,3,Hayır,Kocaeli - İzmit - Yenişehir Mahallesi,3650000,40.77316889999999,29.9639357
96.0,2+1,3.Kat,1,0 (Yeni),6,Hayır,Kocaeli - İzmit - Yeşilova Mahallesi,5620000,40.78845039999999,29.9711627
85.0,2+1,Düz Giriş (Zemin),1,5-10,4,Hayır,Kocaeli - Gebze - İnönü Mahallesi,1750000,40.8184455,29.4382459
170.0,3+1,9.Kat,2,4,9,Evet,Kocaeli - Gebze - Yenikent Mahallesi,5800000,40.8248688,29.4193834
115.0,3+1,3.Kat,1,16-20,3,Evet,Kocaeli - İzmit - Alikahya Fatih Mahallesi,4200000,40.770276,29.987535
90.0,2+1,2.Kat,1,0 (Yeni),5,Hayır,Kocaeli - Gebze - Adem Yavuz Mahallesi,2600000,40.8176435,29.3787483
89.0,2+1,Yüksek Giriş,1,0 (Yeni),3,Hayır,Kocaeli - İzmit - Tepeköy Mahallesi,2900000,40.8006714,29.9769441
90.0,2+1,Düz Giriş (Zemin),1,5-10,5,Hayır,Kocaeli - Gebze - İnönü Mahallesi,1700000,40.8184455,29.4382459
220.0,4+1,5.Kat,2,0 (Yeni),5,Hayır,Kocaeli - Çayırova - Akse Mahallesi,3800000,40.8359257,29.4005185
120.0,3+1,7.Kat,1,5-10,7,Evet,Kocaeli - Çayırova - Akse Mahallesi,4250000,40.8359257,29.4005185
100.0,3+1,Yüksek Giriş,2,0 (Yeni),4,Hayır,Kocaeli - Gebze - Mimar Sinan Mahallesi,2700000,40.8105789,29.3874568
130.0,4+1,4.Kat,2,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Emek Mahallesi,4000000,40.8188859,29.403421
125.0,3.5+1,3.Kat,2,4,9,Evet,Kocaeli - Gebze - Yenikent Mahallesi,4750000,40.8248688,29.4193834
100.0,3+1,2.Kat,1,4,4,Hayır,Kocaeli - Gebze - Adem Yavuz Mahallesi,2150000,40.8176435,29.3787483
90.0,2+1,3.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - İnönü Mahallesi,2600000,40.8228769,29.3932622
90.0,2+1,4.Kat,1,5-10,4,Hayır,Kocaeli - Darıca - Abdi İpekçi Mahallesi,2000000,40.7792896,29.4164813
80.0,2+1,Bahçe Katı,1,0 (Yeni),5,Hayır,Kocaeli - Gebze - Adem Yavuz Mahallesi,2170000,40.8176435,29.3787483
310.0,1 Oda,Unknown,Yok,21 Ve Üzeri,3,Hayır,Kocaeli - Çayırova - Yeni Mahallesi,7500000,40.8231961,29.3671362
90.0,2+1,3.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Emek Mahallesi,2700000,40.8188859,29.403421
95.0,2+1,Bahçe Katı,2,5-10,5,Hayır,Kocaeli - Gebze - Mustafapaşa Mahallesi,1800000,40.8015696,29.4280895
250.0,5+1,6.Kat,2,5-10,6,Hayır,Kocaeli - Gebze - Gaziler Mahallesi,4100000,40.8216853,29.4266385
180.0,4+1,Bahçe Katı,1,0 (Yeni),5,Hayır,Kocaeli - Darıca - Cami Mahallesi,7500000,40.7636197,29.3685878
180.0,4+1,4.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Özgürlük Mahallesi,4850000,40.8283772,29.3860054
230.0,4+1,Çatı Katı,2,0 (Yeni),5,Hayır,Kocaeli - Darıca - Cami Mahallesi,8500000,40.7636197,29.3685878
90.0,2+1,3.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - İnönü Mahallesi,2540000,40.8228769,29.3932622
110.0,3+1,3.Kat,1,4,4,Hayır,Kocaeli - Çayırova - Özgürlük Mahallesi,3125000,40.8283772,29.3860054
200.0,4+1,5.Kat,2,0 (Yeni),5,Hayır,Kocaeli - Çayırova - Akse Mahallesi,3950000,40.8359257,29.4005185
70.0,2+1,2.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Gebze - Mimar Sinan Mahallesi,2390000,40.8105789,29.3874568
170.0,4+1,Yüksek Giriş,2,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Emek Mahallesi,3300000,40.8188859,29.403421
90.0,2+1,2.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Gebze - Sultan Orhan Mahallesi,3000000,40.8043091,29.4556552
90.0,2+1,4.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - İnönü Mahallesi,2700000,40.8228769,29.3932622
166.0,4+1,4.Kat,2,1,4,Hayır,Kocaeli - Derince - Çınarlı Mahallesi,3800000,40.7645032,29.8439109
120.0,3+1,6.Kat,1,21 Ve Üzeri,8,Evet,Kocaeli - Gebze - Yenikent Mahallesi,2900000,40.8248688,29.4193834
135.0,3.5+1,Unknown,2,Unknown,3,Hayır,Kocaeli - Darıca - Piri Reis Mahallesi,5250000,40.7806769,29.3656846
152.0,4+1,1.Kat,2,1,4,Hayır,Kocaeli - Derince - Çınarlı Mahallesi,3300000,40.7645032,29.8439109
90.0,2+1,1.Kat,1,5-10,3,Hayır,Kocaeli - Derince - Sırrıpaşa Mahallesi,2250000,40.7618084,29.8207615
135.0,4+1,Çatı Dubleks,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Özgürlük Mahallesi,4650000,40.8283772,29.3860054
142.0,3+1,9.Kat,1,11-15,9,Hayır,Kocaeli - İzmit - 28 Haziran Mahallesi,2950000,40.7804258,29.9465892
95.0,3+1,2.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Kartepe - İstasyon Mahallesi,2750000,40.7520434,30.0217413
150.0,4+1,4.Kat,2,0 (Yeni),4,Hayır,Kocaeli - Gebze - Güzeller Mahallesi,3950000,40.8069074,29.4338932
110.0,3+1,5.Kat,2,4,5,Hayır,Kocaeli - Gebze - Arapçeşme Mahallesi,3000000,40.8106236,29.4455
142.0,3+1,5.Kat,1,11-15,9,Evet,Kocaeli - İzmit - 28 Haziran Mahallesi,2625000,40.7804258,29.9465892
112.0,2+1,2.Kat,1,0 (Yeni),5,Evet,Kocaeli - Kartepe - Ataevler Mahallesi,2750000,40.7438656,30.0463012
130.0,3+1,Yüksek Giriş,2,16-20,3,Evet,Kocaeli - İzmit - Yahyakaptan Mahallesi,6250000,40.7683026,29.9769441
115.0,3+1,Kot 2 (-2).Kat,1,16-20,5,Hayır,Kocaeli - İzmit - Cedit Mahallesi,2300000,40.7690192,29.9379151
100.0,2+1,3.Kat,1,5-10,3,Evet,Kocaeli - İzmit - Orhan Mahallesi,2300000,40.7765666,29.9256259
120.0,3+1,2.Kat,1,4,3,Hayır,Kocaeli - Körfez - Hacı Osman Mahallesi,2750000,40.77684319999999,29.7512903
33.0,1+1,4.Kat,1,0 (Yeni),6,Hayır,Kocaeli - İzmit - Kabaoğlu Mahallesi,1700000,40.81542,29.929028
100.0,2+1,1.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Başiskele - Yeşilyurt Mahallesi,2550000,40.7147344,29.9538172
100.0,3+1,1.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Başiskele - Yeşilyurt Mahallesi,3250000,40.7147344,29.9538172
90.0,2+1,1.Kat,1,0 (Yeni),2,Hayır,Kocaeli - Başiskele - Yeşilyurt Mahallesi,2350000,40.7147344,29.9538172
80.0,2+1,Yüksek Giriş,1,0 (Yeni),3,Hayır,Kocaeli - Başiskele - Yeşilyurt Mahallesi,2250000,40.7147344,29.9538172
140.0,3+1,1.Kat,2,0 (Yeni),3,Hayır,Kocaeli - Başiskele - Serdar Mahallesi,3100000,40.71265229999999,29.9408065
140.0,3+1,3.Kat,1,5-10,3,Hayır,Kocaeli - Gölcük - Karaköprü Mahallesi,2750000,40.7010052,29.8554841
80.0,2+1,Bahçe Katı,1,5-10,2,Hayır,Kocaeli - Kandıra - Kurtyeri Mahallesi,4300000,41.126124,30.232834
95.0,2+1,4.Kat,1,4,7,Hayır,Kocaeli - Çayırova - Akse Mahallesi,4500000,40.8359257,29.4005185
115.0,3+1,3.Kat,2,3,5,Hayır,Kocaeli - Çayırova - Akse Mahallesi,2950000,40.8359257,29.4005185
157.0,3+1,Çatı Dubleks,2,5-10,3,Evet,Kocaeli - İzmit - Orhan Mahallesi,3350000,40.7765666,29.9256259
115.0,3+1,2.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Özgürlük Mahallesi,3100000,40.8283772,29.3860054
63.0,2+1,3.Kat,1,0 (Yeni),9,Evet,Kocaeli - Çayırova - Akse Mahallesi,3100000,40.8359257,29.4005185
120.0,3+1,3.Kat,2,0 (Yeni),4,Hayır,Kocaeli - Gebze - Güzeller Mahallesi,3900000,40.8069074,29.4338932
85.0,2+1,3.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Akse Mahallesi,2300000,40.8359257,29.4005185
140.0,3+1,2.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Başiskele - Yeşilyurt Mahallesi,3200000,40.7147344,29.9538172
110.0,3+1,2.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Özgürlük Mahallesi,3300000,40.8283772,29.3860054
190.0,4+1,4.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Akse Mahallesi,3700000,40.8359257,29.4005185
125.0,3+1,2.Kat,1,0 (Yeni),5,Hayır,Kocaeli - Çayırova - İnönü Mahallesi,2750000,40.8228769,29.3932622
105.0,3+1,3.Kat,2,5-10,5,Hayır,Kocaeli - Darıca - Emek Mahallesi,4500000,40.7999983,29.3671362
110.0,3+1,Yüksek Giriş,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Özgürlük Mahallesi,2650000,40.8283772,29.3860054
110.0,3+1,2.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Özgürlük Mahallesi,3550000,40.8283772,29.3860054
110.0,2+1,Yüksek Giriş,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Akse Mahallesi,2560000,40.8359257,29.4005185
115.0,3+1,3.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Körfez - Hacı Osman Mahallesi,2650000,40.77684319999999,29.7512903
110.0,3+1,3.Kat,1,4,3,Hayır,Kocaeli - Körfez - Yeniyalı Mahallesi,2625000,40.7679064,29.7787935
115.0,3+1,3.Kat,2,0 (Yeni),3,Hayır,Kocaeli - Körfez - Hacı Osman Mahallesi,2850000,40.77684319999999,29.7512903
120.0,3+1,1.Kat,1,5-10,2,Hayır,Kocaeli - Başiskele - Körfez Mahallesi,3400000,40.7107208,29.9191194
120.0,3+1,3.Kat,1,2,3,Evet,Kocaeli - Gölcük - Yazlık Yeni Mahallesi,2950000,40.7031023,29.8685028
180.0,4+1,5.Kat,2,0 (Yeni),5,Hayır,Kocaeli - Çayırova - Özgürlük Mahallesi,3300000,40.8283772,29.3860054
80.0,2+1,10.Kat,1,21 Ve Üzeri,12,Evet,Kocaeli - Darıca - Bayramoğlu Mahallesi,2800000,40.7947045,29.3569749
180.0,4+1,Unknown,3,0 (Yeni),1,Hayır,Kocaeli - Başiskele - Yeniköy Merkez Mahallesi,9000000,40.6896527,29.8873054
135.0,3+1,4.Kat,1,5-10,11,Hayır,Kocaeli - İzmit - Topçular Mahallesi,4500000,40.77521369999999,29.9364694
90.0,2+1,Kot 3 (-3).Kat,1,21 Ve Üzeri,3,Hayır,Kocaeli - İzmit - Kemalpaşa Mahallesi,1750000,40.7616073,29.9212883
155.0,4+1,3.Kat,2,0 (Yeni),4,Hayır,Kocaeli - Derince - İbnisina Mahallesi,3600000,40.7604584,29.8091854
136.0,3+1,2.Kat,2,5-10,4,Hayır,Kocaeli - Başiskele - Fatih Mahallesi,3500000,40.6944072,29.9682719
140.0,3+1,3.Kat,2,4,3,Hayır,Kocaeli - Başiskele - Barbaros Mahallesi,2750000,40.7074291,29.9306863
135.0,3+1,2.Kat,2,0 (Yeni),4,Hayır,Kocaeli - Kartepe - Ataevler Mahallesi,3850000,40.7438656,30.0463012
118.0,3+1,Yüksek Giriş,1,4,3,Hayır,Kocaeli - Başiskele - Döngel Mahallesi,2430000,40.6918869,29.9364694
95.0,2+1,2.Kat,1,4,4,Hayır,Kocaeli - Başiskele - Barbaros Mahallesi,2700000,40.7074291,29.9306863
120.0,3+1,3.Kat,1,16-20,3,Evet,Kocaeli - Başiskele - Altınkent Mahallesi,1850000,40.697935,29.9436979
75.0,2+1,3.Kat,1,4,3,Hayır,Kocaeli - Gölcük - Çiftlik Mahallesi,2200000,40.7042886,29.8439109
165.0,3+1,5.Kat,2,1,5,Hayır,Kocaeli - İzmit - Orhan Mahallesi,3900000,40.7765666,29.9256259
220.0,4+1,Unknown,3,0 (Yeni),2,Hayır,Kocaeli - Başiskele - Şehitekrem Mahallesi,16750000,40.670517,29.9220112
153.0,3+1,2.Kat,1,0 (Yeni),2,Hayır,Kocaeli - Başiskele - Körfez Mahallesi,3750000,40.7107208,29.9191194
100.0,2+1,Yüksek Giriş,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - İnönü Mahallesi,2100000,40.8228769,29.3932622
110.0,3+1,2.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Emek Mahallesi,3750000,40.8188859,29.403421
120.0,3+1,11.Kat,2,11-15,15,Evet,Kocaeli - İzmit - Alikahya Cumhuriyet Mahallesi,4800000,40.7766469,29.9841704
116.0,2+1,2.Kat,1,0 (Yeni),2,Hayır,Kocaeli - Başiskele - Körfez Mahallesi,2730000,40.7107208,29.9191194
80.0,2+1,1.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Gebze - Arapçeşme Mahallesi,2500000,40.8106236,29.4455
60.0,1+1,Düz Giriş (Zemin),1,5-10,4,Hayır,Kocaeli - Gebze - Gaziler Mahallesi,1450000,40.8216853,29.4266385
95.0,3+1,2.Kat,1,0 (Yeni),5,Hayır,Kocaeli - Çayırova - Akse Mahallesi,3100000,40.8359257,29.4005185
165.0,4+1,1.Kat,1,0 (Yeni),5,Hayır,Kocaeli - Çayırova - Özgürlük Mahallesi,2750000,40.8283772,29.3860054
95.0,3+1,1.Kat,1,1,4,Hayır,Kocaeli - Gebze - Mevlana Mahallesi,2400000,40.8055082,29.4222855
145.0,4+1,4.Kat,2,0 (Yeni),4,Hayır,Kocaeli - Gebze - Arapçeşme Mahallesi,3800000,40.8106236,29.4455
97.0,3+1,Düz Giriş (Zemin),1,4,4,Hayır,Kocaeli - Gebze - Beylikbağı Mahallesi,2500000,40.8005444,29.3860054
120.0,2+1,Çatı Katı,2,0 (Yeni),4,Hayır,Kocaeli - Gebze - Köşklü Çeşme Mahallesi,3150000,40.7956379,29.4077745
95.0,2+1,3.Kat,2,5-10,5,Hayır,Kocaeli - Gebze - Mustafapaşa Mahallesi,2550000,40.8015696,29.4280895
180.0,4.5+1,6.Kat,2,11-15,6,Hayır,Kocaeli - Gebze - Yenikent Mahallesi,4650000,40.8248688,29.4193834
110.0,3+1,2.Kat,1,16-20,4,Hayır,Kocaeli - Gebze - Mevlana Mahallesi,1450000,40.8055082,29.4222855
120.0,2+1,Çatı Katı,1,0 (Yeni),4,Hayır,Kocaeli - Gebze - Adem Yavuz Mahallesi,2500000,40.8176435,29.3787483
100.0,2+1,2.Kat,1,0 (Yeni),3,Hayır,Kocaeli - Gebze - Mevlana Mahallesi,2450000,40.8055082,29.4222855
120.0,3+1,3.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Gebze - Adem Yavuz Mahallesi,3000000,40.8176435,29.3787483
120.0,3+1,5.Kat,1,0 (Yeni),5,Hayır,Kocaeli - Çayırova - İnönü Mahallesi,2750000,40.8228769,29.3932622
75.0,2+1,2.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Emek Mahallesi,2300000,40.8188859,29.403421
120.0,3+1,4.Kat,1,16-20,4,Hayır,Kocaeli - Gebze - Gaziler Mahallesi,6500000,40.8216853,29.4266385
140.0,3+1,4.Kat,1,2,4,Hayır,Kocaeli - Gebze - Mimar Sinan Mahallesi,2600000,40.8105789,29.3874568
130.0,3+1,3.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Gebze - Arapçeşme Mahallesi,4300000,40.8106236,29.4455
210.0,5+1,4.Kat,2,4,4,Hayır,Kocaeli - Gebze - Gaziler Mahallesi,4900000,40.8216853,29.4266385
160.0,4+1,4.Kat,1,5-10,4,Hayır,Kocaeli - Çayırova - Özgürlük Mahallesi,3000000,40.8283772,29.3860054
110.0,3+1,3.Kat,1,0 (Yeni),5,Hayır,Kocaeli - Gebze - Mevlana Mahallesi,3500000,40.8055082,29.4222855
120.0,3+1,3.Kat,2,0 (Yeni),5,Hayır,Kocaeli - Çayırova - Emek Mahallesi,3550000,40.8188859,29.403421
90.0,2+1,3.Kat,1,5-10,4,Hayır,Kocaeli - Gebze - İnönü Mahallesi,2650000,40.8184455,29.4382459
115.0,3+1,Düz Giriş (Zemin),1,0 (Yeni),4,Evet,Kocaeli - Kartepe - Dumlupınar Mahallesi,3400000,40.758402,30.0116271
80.0,2+1,2.Kat,2,0 (Yeni),5,Hayır,Kocaeli - Çayırova - Emek Mahallesi,2550000,40.8188859,29.403421
130.0,4+1,4.Kat,1,0 (Yeni),4,Hayır,Kocaeli - Çayırova - Özgürlük Mahallesi,3600000,40.8283772,29.3860054
75.0,2+1,Yüksek Giriş,1,0 (Yeni),4,Hayır,Kocaeli - Gebze - Arapçeşme Mahallesi,2350000,40.8106236,29.4455
100.0,3+1,2.Kat,2,0 (Yeni),3,Hayır,Kocaeli - Başiskele - Yeşilyurt Mahallesi,2700000,40.7147344,29.9538172
110.0,3+1,1.Kat,1,0 (Yeni),5,Hayır,Kocaeli - Çayırova - İnönü Mahallesi,3200000,40.8228769,29.3932622
150.0,4+1,4.Kat,1,4,4,Hayır,Kocaeli - Gebze - Gaziler Mahallesi,3250000,40.8216853,29.4266385
160.0,4+1,1.Kat,2,0 (Yeni),5,Hayır,Kocaeli - Çayırova - Akse Mahallesi,2950000,40.8359257,29.4005185
