Net Metrekare,Oda Sayısı,Bulunduğu Kat,Banyo Sayısı,Binanın Yaşı,Binanın Kat Sayısı,Site İçerisinde,latitude,longitude,price
95.0,2.0,2.0,1,16.0,2,1.0,40.7904199,29.94803479999999,2.0
400.0,5.0,2.0,3,5.0,3,0.0,40.856727,29.466808,13.4
102.0,3.0,2.0,2,0.0,4,1.0,40.69860389999999,29.9494804,5.5
200.0,3.0,3.0,2,5.0,5,0.0,40.8106236,29.4455,4.8
160.0,3.0,1.0,1,21.0,5,0.0,40.7625464,29.9118896,1.36
140.0,3.0,2.0,1,16.0,5,0.0,40.6931036,29.6701969,2.45
90.0,2.0,2.0,1,0.0,3,0.0,40.7502682,29.7715563,2.75
90.0,2.0,2.0,1,21.0,6,0.0,40.7662541,29.9202039,1.96
150.0,4.0,2.0,2,11.0,3,1.0,40.7438656,30.0463012,3.5
135.0,3.0,2.0,1,21.0,5,0.0,40.7659429,29.7570809,1.58
85.0,2.0,2.0,1,0.0,3,0.0,40.6860351,29.8265492,2.395
95.0,3.0,2.0,1,21.0,3,1.0,40.697935,29.9436979,1.875
120.0,3.0,1.0,1,16.0,7,0.0,40.8359257,29.4005185,3.3
95.0,2.0,3.0,1,0.0,4,0.0,40.7999983,29.3671362,3.28
95.0,2.0,3.0,1,0.0,3,0.0,40.77684319999999,29.7512903,2.295
120.0,2.0,3.0,1,0.0,3,0.0,40.7740571,29.8265492,2.75
130.0,3.0,2.0,2,0.0,3,0.0,40.7764794,29.3932622,3.5
85.0,2.0,2.0,1,0.0,4,0.0,40.7617966,29.3918108,2.535
88.0,2.0,1.0,1,0.0,3,0.0,40.7502682,29.7715563,2.7
90.0,2.0,1.0,1,0.0,3,0.0,40.7740571,29.8265492,2.8
35.0,1.0,1.0,1,0.0,5,0.0,40.78845039999999,29.9711627,2.64
125.0,3.0,4.0,2,0.0,4,0.0,40.8228769,29.3932622,2.65
145.0,3.0,2.0,2,0.0,4,0.0,40.6944072,29.9682719,3.95
85.0,2.0,2.0,1,0.0,3,0.0,40.7764794,29.3932622,2.3
135.0,2.0,3.0,1,0.0,3,0.0,40.7740571,29.8265492,2.9
90.0,2.0,2.0,1,0.0,3,0.0,40.7502682,29.7715563,2.8
52.0,1.0,2.0,2,0.0,3,0.0,40.7110243,29.9017673,2.625
90.0,2.0,3.0,1,0.0,4,0.0,40.7617966,29.3918108,2.795
70.0,2.0,5.0,1,0.0,6,0.0,40.819435,29.974783,2.55
122.0,2.0,2.0,2,5.0,2,0.0,40.630586,29.965696,8.85
200.0,3.0,2.0,1,5.0,2,1.0,40.770276,29.987535,5.775
85.0,2.0,2.0,1,3.0,3,0.0,40.7365963,30.0231861,2.15
20.0,3.0,4.0,1,3.0,5,1.0,40.7438656,30.0463012,1.725
125.0,3.0,2.0,1,5.0,3,1.0,40.7031023,29.8685028,2.4
135.0,3.0,2.0,2,2.0,5,1.0,40.770276,29.987535,6.65
75.0,2.0,3.0,1,0.0,4,1.0,40.7365963,30.0231861,2.42
90.0,3.0,4.0,1,4.0,4,0.0,40.770276,29.987535,2.8
120.0,3.0,1.0,1,21.0,4,0.0,40.7401164,29.9581538,4.5
400.0,9.0,2.0,5,4.0,5,0.0,40.7747821,29.9176735,225.0
130.0,3.0,1.0,1,21.0,3,0.0,40.7401164,29.9581538,7.5
75.0,2.0,2.0,1,4.0,3,0.0,40.7840346,29.9176735,2.1
75.0,2.0,2.0,1,5.0,1,0.0,41.041184,30.23278299999999,3.75
122.0,3.0,1.0,2,0.0,4,0.0,40.758402,30.0116271,4.602
130.0,3.0,2.0,2,4.0,3,1.0,40.7683026,29.9769441,5.35
90.0,2.0,1.0,1,0.0,3,0.0,40.7147344,29.9538172,3.35
57.0,1.0,4.0,1,5.0,5,0.0,40.6944072,29.9682719,2.4
100.0,3.0,2.0,1,21.0,5,0.0,40.7683026,29.9769441,2.65
55.0,1.0,3.0,1,5.0,4,1.0,40.795564,29.883291,1.25
136.0,3.0,4.0,2,5.0,4,1.0,40.7365963,30.0231861,4.75
120.0,2.0,4.0,2,0.0,5,1.0,40.7365963,30.0231861,3.65
90.0,2.0,3.0,2,0.0,3,0.0,40.7548512,30.0361888,2.2
130.0,3.0,2.0,2,5.0,4,1.0,40.7042886,29.8439109,2.95
105.0,3.0,3.0,1,16.0,4,0.0,40.7804057,29.9892286,2.4
110.0,2.0,3.0,1,0.0,3,0.0,40.7520434,30.0217413,2.5
126.0,3.0,2.0,2,11.0,3,1.0,40.7438656,30.0463012,4.3
135.0,3.0,1.0,2,0.0,4,0.0,40.753727,29.7961611,4.35
270.0,4.0,2.0,2,3.0,3,0.0,40.7683026,29.9769441,9.7
169.0,3.0,2.0,1,0.0,3,0.0,40.7604584,29.8091854,3.3
145.0,4.0,2.0,2,5.0,3,0.0,40.7807635,29.7947139,3.55
80.0,2.0,2.0,1,5.0,3,0.0,40.71265229999999,29.9408065,2.2
80.0,2.0,2.0,1,0.0,3,1.0,40.7683026,29.9769441,3.5
164.0,4.0,2.0,4,0.0,2,0.0,40.7008827,30.1156226,13.0
95.0,2.0,1.0,1,5.0,5,0.0,40.7690192,29.9379151,2.6
140.0,3.0,2.0,2,5.0,4,1.0,40.7147344,29.9538172,4.695
360.0,9.0,2.0,3,21.0,4,0.0,40.7613341,29.9364694,3.85
160.0,4.0,3.0,1,5.0,3,0.0,40.77684319999999,29.7512903,2.65
90.0,2.0,2.0,2,0.0,4,0.0,40.8361956,29.3787483,2.7
110.0,2.0,1.0,1,21.0,3,0.0,40.7532944,29.8222085,1.95
75.0,2.0,4.0,1,11.0,4,1.0,40.7064933,29.9827252,1.65
78.0,1.0,2.0,0,11.0,5,0.0,40.8106236,29.4455,2.55
180.0,3.0,2.0,1,4.0,4,1.0,40.7947045,29.3569749,4.75
110.0,3.0,2.0,1,0.0,3,0.0,40.7947045,29.3569749,3.83
95.0,3.0,2.0,1,0.0,4,0.0,40.7672137,29.9523716,3.95
180.0,3.0,2.0,2,11.0,4,1.0,40.7127754,29.7976083,3.75
160.0,3.0,2.0,1,5.0,4,0.0,40.7999983,29.3671362,4.25
128.0,3.0,2.0,1,21.0,26,0.0,40.7679064,29.7787935,1.45
145.0,3.0,2.0,1,1.0,2,0.0,40.7106363,29.8337835,3.3
90.0,2.0,1.0,1,0.0,3,0.0,40.7947045,29.3569749,2.735
85.0,2.0,2.0,1,0.0,3,0.0,40.75283570000001,29.803397,2.43
80.0,2.0,3.0,1,0.0,4,0.0,40.8228769,29.3932622,2.55
120.0,3.0,3.0,1,5.0,4,0.0,40.8283772,29.3860054,2.4
100.0,4.0,3.0,2,5.0,3,0.0,40.7896467,29.3918108,3.25
85.0,2.0,5.0,1,5.0,6,0.0,40.8231961,29.3671362,1.79
85.0,1.0,6.0,1,5.0,6,0.0,40.8231961,29.3671362,1.45
75.0,2.0,2.0,1,5.0,6,0.0,40.8231961,29.3671362,1.45
130.0,3.0,2.0,2,5.0,3,0.0,40.7144528,29.9263488,3.775
112.0,3.0,2.0,1,0.0,3,0.0,40.7527798,30.0636349,3.65
115.0,3.0,2.0,1,0.0,4,0.0,40.8228769,29.3932622,2.6
170.0,4.0,3.0,1,5.0,4,0.0,40.7010052,29.8554841,3.95
85.0,2.0,2.0,2,4.0,4,0.0,40.8361956,29.3787483,2.2
130.0,3.0,3.0,2,0.0,3,0.0,40.7147344,29.9538172,3.425
85.0,2.0,2.0,1,21.0,2,1.0,40.7939933,29.6412236,1.39
105.0,3.0,3.0,1,11.0,5,0.0,40.8283772,29.3860054,2.565
130.0,3.0,2.0,1,5.0,3,0.0,40.7074291,29.9306863,2.73
100.0,2.0,2.0,1,21.0,4,0.0,40.7502682,29.7715563,1.75
110.0,3.0,3.0,1,0.0,4,0.0,40.8188859,29.403421,2.75
244.0,1.0,2.0,0,21.0,4,0.0,40.8361956,29.3787483,4.5
105.0,3.0,9.0,1,16.0,10,0.0,40.8248688,29.4193834,3.49
110.0,3.0,2.0,2,0.0,3,0.0,40.7870595,29.4135791,3.4
120.0,3.0,3.0,1,5.0,4,1.0,40.7722758,30.0116271,3.575
80.0,2.0,2.0,1,0.0,4,0.0,40.8283772,29.3860054,1.85
85.0,2.0,4.0,1,21.0,4,0.0,40.7675686,29.932855,1.599
65.0,1.0,2.0,1,0.0,6,0.0,40.78845039999999,29.9711627,4.5
120.0,3.0,3.0,2,0.0,5,1.0,40.758402,30.0116271,3.65
120.0,3.0,2.0,2,0.0,5,1.0,40.758402,30.0116271,3.65
104.0,3.0,2.0,1,0.0,3,0.0,40.8006714,29.9769441,3.6
140.0,4.0,3.0,2,5.0,3,0.0,40.77316889999999,29.9639357,3.65
96.0,2.0,3.0,1,0.0,6,0.0,40.78845039999999,29.9711627,5.62
85.0,2.0,2.0,1,5.0,4,0.0,40.8184455,29.4382459,1.75
170.0,3.0,9.0,2,4.0,9,1.0,40.8248688,29.4193834,5.8
115.0,3.0,3.0,1,16.0,3,1.0,40.770276,29.987535,4.2
90.0,2.0,2.0,1,0.0,5,0.0,40.8176435,29.3787483,2.6
89.0,2.0,2.0,1,0.0,3,0.0,40.8006714,29.9769441,2.9
90.0,2.0,2.0,1,5.0,5,0.0,40.8184455,29.4382459,1.7
220.0,4.0,5.0,2,0.0,5,0.0,40.8359257,29.4005185,3.8
120.0,3.0,7.0,1,5.0,7,1.0,40.8359257,29.4005185,4.25
100.0,3.0,2.0,2,0.0,4,0.0,40.8105789,29.3874568,2.7
130.0,4.0,4.0,2,0.0,4,0.0,40.8188859,29.403421,4.0
125.0,3.0,3.0,2,4.0,9,1.0,40.8248688,29.4193834,4.75
100.0,3.0,2.0,1,4.0,4,0.0,40.8176435,29.3787483,2.15
90.0,2.0,3.0,1,0.0,4,0.0,40.8228769,29.3932622,2.6
90.0,2.0,4.0,1,5.0,4,0.0,40.7792896,29.4164813,2.0
80.0,2.0,2.0,1,0.0,5,0.0,40.8176435,29.3787483,2.17
310.0,1.0,2.0,0,21.0,3,0.0,40.8231961,29.3671362,7.5
90.0,2.0,3.0,1,0.0,4,0.0,40.8188859,29.403421,2.7
95.0,2.0,2.0,2,5.0,5,0.0,40.8015696,29.4280895,1.8
250.0,5.0,6.0,2,5.0,6,0.0,40.8216853,29.4266385,4.1
180.0,4.0,2.0,1,0.0,5,0.0,40.7636197,29.3685878,7.5
180.0,4.0,4.0,1,0.0,4,0.0,40.8283772,29.3860054,4.85
230.0,4.0,2.0,2,0.0,5,0.0,40.7636197,29.3685878,8.5
90.0,2.0,3.0,1,0.0,4,0.0,40.8228769,29.3932622,2.54
110.0,3.0,3.0,1,4.0,4,0.0,40.8283772,29.3860054,3.125
200.0,4.0,5.0,2,0.0,5,0.0,40.8359257,29.4005185,3.95
70.0,2.0,2.0,1,0.0,3,0.0,40.8105789,29.3874568,2.39
170.0,4.0,2.0,2,0.0,4,0.0,40.8188859,29.403421,3.3
90.0,2.0,2.0,1,0.0,4,0.0,40.8043091,29.4556552,3.0
90.0,2.0,4.0,1,0.0,4,0.0,40.8228769,29.3932622,2.7
166.0,4.0,4.0,2,1.0,4,0.0,40.7645032,29.8439109,3.8
120.0,3.0,6.0,1,21.0,8,1.0,40.8248688,29.4193834,2.9
135.0,3.0,2.0,2,2.0,3,0.0,40.7806769,29.3656846,5.25
152.0,4.0,1.0,2,1.0,4,0.0,40.7645032,29.8439109,3.3
90.0,2.0,1.0,1,5.0,3,0.0,40.7618084,29.8207615,2.25
135.0,4.0,2.0,1,0.0,4,0.0,40.8283772,29.3860054,4.65
142.0,3.0,9.0,1,11.0,9,0.0,40.7804258,29.9465892,2.95
95.0,3.0,2.0,1,0.0,3,0.0,40.7520434,30.0217413,2.75
150.0,4.0,4.0,2,0.0,4,0.0,40.8069074,29.4338932,3.95
110.0,3.0,5.0,2,4.0,5,0.0,40.8106236,29.4455,3.0
142.0,3.0,5.0,1,11.0,9,1.0,40.7804258,29.9465892,2.625
112.0,2.0,2.0,1,0.0,5,1.0,40.7438656,30.0463012,2.75
130.0,3.0,2.0,2,16.0,3,1.0,40.7683026,29.9769441,6.25
115.0,3.0,2.0,1,16.0,5,0.0,40.7690192,29.9379151,2.3
100.0,2.0,3.0,1,5.0,3,1.0,40.7765666,29.9256259,2.3
120.0,3.0,2.0,1,4.0,3,0.0,40.77684319999999,29.7512903,2.75
33.0,1.0,4.0,1,0.0,6,0.0,40.81542,29.929028,1.7
100.0,2.0,1.0,1,0.0,3,0.0,40.7147344,29.9538172,2.55
100.0,3.0,1.0,1,0.0,3,0.0,40.7147344,29.9538172,3.25
90.0,2.0,1.0,1,0.0,2,0.0,40.7147344,29.9538172,2.35
80.0,2.0,2.0,1,0.0,3,0.0,40.7147344,29.9538172,2.25
140.0,3.0,1.0,2,0.0,3,0.0,40.71265229999999,29.9408065,3.1
140.0,3.0,3.0,1,5.0,3,0.0,40.7010052,29.8554841,2.75
80.0,2.0,2.0,1,5.0,2,0.0,41.126124,30.232834,4.3
95.0,2.0,4.0,1,4.0,7,0.0,40.8359257,29.4005185,4.5
115.0,3.0,3.0,2,3.0,5,0.0,40.8359257,29.4005185,2.95
157.0,3.0,2.0,2,5.0,3,1.0,40.7765666,29.9256259,3.35
115.0,3.0,2.0,1,0.0,4,0.0,40.8283772,29.3860054,3.1
63.0,2.0,3.0,1,0.0,9,1.0,40.8359257,29.4005185,3.1
120.0,3.0,3.0,2,0.0,4,0.0,40.8069074,29.4338932,3.9
85.0,2.0,3.0,1,0.0,4,0.0,40.8359257,29.4005185,2.3
140.0,3.0,2.0,1,0.0,3,0.0,40.7147344,29.9538172,3.2
110.0,3.0,2.0,1,0.0,4,0.0,40.8283772,29.3860054,3.3
190.0,4.0,4.0,1,0.0,4,0.0,40.8359257,29.4005185,3.7
125.0,3.0,2.0,1,0.0,5,0.0,40.8228769,29.3932622,2.75
105.0,3.0,3.0,2,5.0,5,0.0,40.7999983,29.3671362,4.5
110.0,3.0,2.0,1,0.0,4,0.0,40.8283772,29.3860054,2.65
110.0,3.0,2.0,1,0.0,4,0.0,40.8283772,29.3860054,3.55
110.0,2.0,2.0,1,0.0,4,0.0,40.8359257,29.4005185,2.56
115.0,3.0,3.0,1,0.0,3,0.0,40.77684319999999,29.7512903,2.65
110.0,3.0,3.0,1,4.0,3,0.0,40.7679064,29.7787935,2.625
115.0,3.0,3.0,2,0.0,3,0.0,40.77684319999999,29.7512903,2.85
120.0,3.0,1.0,1,5.0,2,0.0,40.7107208,29.9191194,3.4
120.0,3.0,3.0,1,2.0,3,1.0,40.7031023,29.8685028,2.95
180.0,4.0,5.0,2,0.0,5,0.0,40.8283772,29.3860054,3.3
80.0,2.0,10.0,1,21.0,12,1.0,40.7947045,29.3569749,2.8
180.0,4.0,2.0,3,0.0,1,0.0,40.6896527,29.8873054,9.0
135.0,3.0,4.0,1,5.0,11,0.0,40.77521369999999,29.9364694,4.5
90.0,2.0,3.0,1,21.0,3,0.0,40.7616073,29.9212883,1.75
155.0,4.0,3.0,2,0.0,4,0.0,40.7604584,29.8091854,3.6
136.0,3.0,2.0,2,5.0,4,0.0,40.6944072,29.9682719,3.5
140.0,3.0,3.0,2,4.0,3,0.0,40.7074291,29.9306863,2.75
135.0,3.0,2.0,2,0.0,4,0.0,40.7438656,30.0463012,3.85
118.0,3.0,2.0,1,4.0,3,0.0,40.6918869,29.9364694,2.43
95.0,2.0,2.0,1,4.0,4,0.0,40.7074291,29.9306863,2.7
120.0,3.0,3.0,1,16.0,3,1.0,40.697935,29.9436979,1.85
75.0,2.0,3.0,1,4.0,3,0.0,40.7042886,29.8439109,2.2
165.0,3.0,5.0,2,1.0,5,0.0,40.7765666,29.9256259,3.9
220.0,4.0,2.0,3,0.0,2,0.0,40.670517,29.9220112,16.75
153.0,3.0,2.0,1,0.0,2,0.0,40.7107208,29.9191194,3.75
100.0,2.0,2.0,1,0.0,4,0.0,40.8228769,29.3932622,2.1
110.0,3.0,2.0,1,0.0,4,0.0,40.8188859,29.403421,3.75
120.0,3.0,11.0,2,11.0,15,1.0,40.7766469,29.9841704,4.8
116.0,2.0,2.0,1,0.0,2,0.0,40.7107208,29.9191194,2.73
80.0,2.0,1.0,1,0.0,4,0.0,40.8106236,29.4455,2.5
60.0,1.0,2.0,1,5.0,4,0.0,40.8216853,29.4266385,1.45
95.0,3.0,2.0,1,0.0,5,0.0,40.8359257,29.4005185,3.1
165.0,4.0,1.0,1,0.0,5,0.0,40.8283772,29.3860054,2.75
95.0,3.0,1.0,1,1.0,4,0.0,40.8055082,29.4222855,2.4
145.0,4.0,4.0,2,0.0,4,0.0,40.8106236,29.4455,3.8
97.0,3.0,2.0,1,4.0,4,0.0,40.8005444,29.3860054,2.5
120.0,2.0,2.0,2,0.0,4,0.0,40.7956379,29.4077745,3.15
95.0,2.0,3.0,2,5.0,5,0.0,40.8015696,29.4280895,2.55
180.0,4.0,6.0,2,11.0,6,0.0,40.8248688,29.4193834,4.65
110.0,3.0,2.0,1,16.0,4,0.0,40.8055082,29.4222855,1.45
120.0,2.0,2.0,1,0.0,4,0.0,40.8176435,29.3787483,2.5
100.0,2.0,2.0,1,0.0,3,0.0,40.8055082,29.4222855,2.45
120.0,3.0,3.0,1,0.0,4,0.0,40.8176435,29.3787483,3.0
120.0,3.0,5.0,1,0.0,5,0.0,40.8228769,29.3932622,2.75
75.0,2.0,2.0,1,0.0,4,0.0,40.8188859,29.403421,2.3
120.0,3.0,4.0,1,16.0,4,0.0,40.8216853,29.4266385,6.5
140.0,3.0,4.0,1,2.0,4,0.0,40.8105789,29.3874568,2.6
130.0,3.0,3.0,1,0.0,4,0.0,40.8106236,29.4455,4.3
210.0,5.0,4.0,2,4.0,4,0.0,40.8216853,29.4266385,4.9
160.0,4.0,4.0,1,5.0,4,0.0,40.8283772,29.3860054,3.0
110.0,3.0,3.0,1,0.0,5,0.0,40.8055082,29.4222855,3.5
120.0,3.0,3.0,2,0.0,5,0.0,40.8188859,29.403421,3.55
90.0,2.0,3.0,1,5.0,4,0.0,40.8184455,29.4382459,2.65
115.0,3.0,2.0,1,0.0,4,1.0,40.758402,30.0116271,3.4
80.0,2.0,2.0,2,0.0,5,0.0,40.8188859,29.403421,2.55
130.0,4.0,4.0,1,0.0,4,0.0,40.8283772,29.3860054,3.6
75.0,2.0,2.0,1,0.0,4,0.0,40.8106236,29.4455,2.35
100.0,3.0,2.0,2,0.0,3,0.0,40.7147344,29.9538172,2.7
110.0,3.0,1.0,1,0.0,5,0.0,40.8228769,29.3932622,3.2
150.0,4.0,4.0,1,4.0,4,0.0,40.8216853,29.4266385,3.25
160.0,4.0,1.0,2,0.0,5,0.0,40.8359257,29.4005185,2.95
90.0,2.0,3.0,1,0.0,5,0.0,40.8228769,29.3932622,2.4
75.0,2.0,2.0,1,0.0,3,0.0,40.8188859,29.403421,2.33
120.0,3.0,2.0,1,0.0,4,0.0,40.8228769,29.3932622,3.1
85.0,2.0,1.0,1,5.0,4,0.0,40.8106236,29.4455,2.34
140.0,4.0,2.0,3,0.0,4,0.0,40.8359257,29.4005185,3.1
105.0,3.0,3.0,1,0.0,5,0.0,40.8359257,29.4005185,3.1
85.0,2.0,2.0,1,0.0,4,0.0,40.8228769,29.3932622,2.35
85.0,2.0,1.0,1,5.0,8,1.0,40.8359257,29.4005185,3.1
85.0,2.0,3.0,1,0.0,4,0.0,40.8283772,29.3860054,2.89
110.0,2.0,4.0,1,0.0,4,0.0,40.8228769,29.3932622,2.25
110.0,3.0,2.0,1,0.0,4,0.0,40.8361956,29.3787483,2.85
90.0,2.0,2.0,1,4.0,6,0.0,40.8216853,29.4266385,2.57
65.0,2.0,2.0,1,0.0,4,0.0,40.8361956,29.3787483,1.85
165.0,4.0,1.0,1,0.0,5,0.0,40.8283772,29.3860054,2.85
220.0,5.0,5.0,2,0.0,5,0.0,40.8283772,29.3860054,3.85
85.0,2.0,4.0,1,0.0,5,0.0,40.8216853,29.4266385,2.9
80.0,2.0,2.0,1,0.0,4,0.0,40.8117542,29.3540715,2.5
240.0,5.0,4.0,2,4.0,4,0.0,40.8055082,29.4222855,4.0
85.0,2.0,2.0,1,0.0,5,0.0,40.8216853,29.4266385,2.75
125.0,3.0,3.0,1,0.0,5,0.0,40.8106236,29.4455,3.5
80.0,2.0,1.0,1,4.0,4,0.0,40.8055082,29.4222855,2.425
160.0,4.0,4.0,2,0.0,5,0.0,40.8176435,29.3787483,3.6
185.0,3.0,2.0,2,3.0,3,0.0,40.6968245,29.9191194,7.1
120.0,3.0,3.0,1,4.0,4,0.0,40.793316,29.9581538,2.95
70.0,2.0,2.0,1,2.0,5,0.0,40.8015696,29.4280895,2.3
177.0,4.0,2.0,3,0.0,2,1.0,40.667677,29.9075516,8.6
55.0,2.0,1.0,1,0.0,3,0.0,40.7659429,29.7570809,3.0
90.0,2.0,2.0,1,5.0,4,0.0,40.7806769,29.3656846,2.65
140.0,3.0,2.0,3,0.0,2,1.0,40.667677,29.9075516,6.7
125.0,3.0,4.0,1,11.0,5,0.0,40.7208682,29.8222085,2.15
160.0,3.0,1.0,1,11.0,2,0.0,40.6896527,29.8873054,3.5
140.0,2.0,2.0,2,0.0,1,1.0,40.667677,29.9075516,5.95
170.0,4.0,1.0,2,0.0,4,0.0,40.7010052,29.8554841,2.75
125.0,3.0,1.0,1,1.0,4,0.0,40.7031023,29.8685028,3.5
110.0,4.0,3.0,2,0.0,4,0.0,40.6912137,29.69337119999999,3.8
85.0,2.0,2.0,1,5.0,3,1.0,40.7438656,30.0463012,2.35
140.0,4.0,3.0,2,4.0,3,0.0,40.8283772,29.3860054,3.35
80.0,2.0,1.0,1,5.0,3,0.0,40.7625974,29.7730038,2.15
70.0,2.0,2.0,1,0.0,4,0.0,40.6912137,29.69337119999999,2.3
70.0,2.0,1.0,1,0.0,3,0.0,40.7147344,29.9538172,2.4
180.0,3.0,2.0,1,4.0,3,0.0,40.7139441,29.7730038,6.0
85.0,2.0,1.0,1,11.0,3,0.0,40.7904199,29.94803479999999,1.98
165.0,4.0,2.0,1,5.0,3,1.0,40.6953781,29.8222085,2.33
70.0,2.0,2.0,1,5.0,4,0.0,40.7956379,29.4077745,2.15
80.0,2.0,2.0,1,2.0,3,0.0,40.7266596,29.9769441,2.325
135.0,3.0,2.0,1,5.0,3,1.0,40.6944072,29.9682719,3.25
110.0,3.0,1.0,1,21.0,5,0.0,40.7635231,29.9003211,2.1
110.0,2.0,2.0,1,0.0,3,0.0,40.7548512,30.0361888,2.25
85.0,2.0,2.0,1,21.0,5,0.0,40.7160544,29.8330601,1.15
115.0,3.0,2.0,1,0.0,7,0.0,40.8216853,29.4266385,4.0
200.0,4.0,6.0,2,5.0,6,0.0,40.7921818,29.436795,4.1
175.0,4.0,2.0,2,5.0,5,0.0,40.7921818,29.436795,3.85
95.0,2.0,4.0,1,5.0,5,0.0,40.8055082,29.4222855,2.49
130.0,3.0,2.0,1,21.0,5,0.0,40.7921818,29.436795,2.0
100.0,1.0,3.0,1,21.0,3,0.0,40.8283772,29.3860054,1.05
125.0,3.0,2.0,1,0.0,4,0.0,40.8283772,29.3860054,3.65
145.0,3.0,2.0,1,0.0,2,0.0,40.7107208,29.9191194,3.6
90.0,2.0,2.0,1,0.0,3,0.0,40.7365963,30.0231861,1.99
145.0,4.0,2.0,2,21.0,3,0.0,40.7905943,29.7599761,8.75
180.0,4.0,2.0,1,0.0,4,0.0,40.8359257,29.4005185,2.85
120.0,3.0,2.0,1,0.0,4,0.0,40.8361956,29.3787483,3.6
180.0,4.0,4.0,2,0.0,4,0.0,40.8188859,29.403421,4.45
90.0,2.0,3.0,1,11.0,5,0.0,40.8216853,29.4266385,2.7
110.0,3.0,2.0,1,0.0,5,0.0,40.8359257,29.4005185,3.35
75.0,2.0,2.0,1,5.0,4,0.0,40.8055082,29.4222855,2.45
125.0,3.0,2.0,1,11.0,3,0.0,40.7718617,30.0332994,4.25
75.0,2.0,2.0,1,1.0,5,0.0,40.8117542,29.3540715,1.72
85.0,2.0,2.0,1,0.0,4,0.0,40.8361956,29.3787483,2.4
101.0,4.0,2.0,1,0.0,3,0.0,40.7659429,29.7570809,5.0
170.0,4.0,4.0,1,0.0,4,0.0,40.8188859,29.403421,3.75
80.0,2.0,2.0,1,0.0,4,0.0,40.8283772,29.3860054,2.17
105.0,3.0,4.0,2,21.0,7,0.0,40.7665482,29.9465892,2.31
135.0,3.0,4.0,1,21.0,7,0.0,40.790836,29.4208345,2.48
85.0,2.0,4.0,1,0.0,5,0.0,40.8055082,29.4222855,2.5
130.0,3.0,3.0,1,0.0,4,0.0,40.8188859,29.403421,3.6
120.0,3.0,3.0,1,0.0,5,1.0,40.8283772,29.3860054,3.4
85.0,2.0,3.0,1,0.0,4,0.0,40.8283772,29.3860054,2.44
90.0,2.0,2.0,2,2.0,4,0.0,40.8216853,29.4266385,2.5
120.0,3.0,3.0,1,0.0,5,0.0,40.8361956,29.3787483,3.0
220.0,5.0,2.0,2,21.0,2,0.0,40.8216853,29.4266385,6.9
244.0,3.0,2.0,1,21.0,1,0.0,40.8055082,29.4222855,3.45
120.0,3.0,2.0,2,3.0,4,0.0,40.8066419,29.3932622,2.65
100.0,2.0,5.0,2,3.0,5,0.0,40.7704809,29.428568,2.43
105.0,3.0,2.0,1,0.0,3,0.0,40.8216853,29.4266385,2.85
188.0,5.0,2.0,1,11.0,5,0.0,40.7921818,29.436795,13.5
90.0,2.0,3.0,1,0.0,4,0.0,40.8043091,29.4556552,3.0
150.0,4.0,2.0,2,0.0,5,0.0,40.8188859,29.403421,3.2
110.0,2.0,2.0,1,0.0,4,0.0,40.8283772,29.3860054,2.35
85.0,2.0,3.0,1,0.0,4,0.0,40.8283772,29.3860054,2.75
140.0,4.0,2.0,2,0.0,4,0.0,40.8228769,29.3932622,3.5
100.0,3.0,1.0,1,5.0,3,0.0,41.037491,29.949942,4.25
180.0,5.0,2.0,4,0.0,2,0.0,40.847358,30.198865,11.67
130.0,3.0,2.0,1,0.0,4,0.0,40.8283772,29.3860054,3.4
120.0,3.0,4.0,2,0.0,4,0.0,40.8105789,29.3874568,2.65
158.0,3.0,2.0,2,0.0,3,0.0,40.7064933,29.9827252,3.8
140.0,3.0,4.0,2,0.0,5,0.0,40.7147344,29.9538172,3.75
170.0,4.0,3.0,2,0.0,4,0.0,40.71265229999999,29.9408065,3.4
95.0,2.0,2.0,1,0.0,4,0.0,40.7387377,30.0723009,2.35
130.0,3.0,3.0,1,0.0,3,0.0,40.7365963,30.0231861,3.15
85.0,2.0,2.0,1,0.0,4,0.0,40.8359257,29.4005185,2.3
120.0,3.0,3.0,1,0.0,4,0.0,40.8228769,29.3932622,3.0
125.0,3.0,5.0,1,16.0,5,1.0,41.0720634,30.1355413,2.1
95.0,2.0,4.0,1,21.0,7,0.0,40.7683026,29.9769441,2.8
145.0,3.0,2.0,1,0.0,3,0.0,40.7147344,29.9538172,3.0
110.0,3.0,3.0,1,0.0,4,1.0,40.7548512,30.0361888,2.9
105.0,3.0,2.0,1,0.0,3,0.0,40.7365963,30.0231861,2.875
98.0,2.0,2.0,1,0.0,3,0.0,40.7527798,30.0636349,3.15
110.0,2.0,3.0,2,0.0,3,0.0,40.7365963,30.0231861,2.625
145.0,3.0,2.0,1,0.0,3,0.0,40.71265229999999,29.9408065,3.35
125.0,3.0,4.0,2,0.0,5,0.0,40.753727,29.7961611,3.85
145.0,3.0,3.0,2,0.0,6,1.0,40.6918869,29.9364694,4.25
135.0,3.0,2.0,1,0.0,4,0.0,40.770276,29.987535,3.65
85.0,2.0,3.0,1,0.0,4,1.0,40.7548512,30.0361888,3.4
135.0,3.0,3.0,1,0.0,3,0.0,40.7527798,30.0636349,3.75
85.0,2.0,3.0,1,0.0,4,1.0,40.7548512,30.0361888,3.4
